Brand,CONDENSER,Coil/Air Handler,FURNACE,AHRI #,Size,SEER2,HSPF2,Finance (Buy-Down),25C Tax Credit
Friedrich,FRA19AY24AJVC,TCFY2417STANM,FR98MV0703A17UP,216716398,24000 BTU,18,,Yes,Yes
Friedrich,FRA19AY36AJVC,TCFY3617STANM,FR98MV0603A17UP,216716423,36000 BTU,19,,Yes,Yes - Furn
Friedrich,FRA19AY36AJVC,TCFY3617STANM,FR98MV0703A17UP,216716428,36000 BTU,19,,Yes,Yes - Furn
Friedrich,FRA19AY36AJVC,TCFY3621MTANM,FR98MV0855A21UP,216716473,36000 BTU,20,,Yes,Yes
Friedrich,FRA19AY36AJVC,TCFY3621MTANM,FR98MV1005A21UP,216716462,36000 BTU,20,,Yes,Yes
Friedrich,FRA19AY36AJVC,TCFY3621STANM,FR98MV1005A21UP,216716479,36000 BTU,19,,Yes,Yes - Furn
Friedrich,FRA19AY36AJVC,TCFY3624MTANM,FR98MV0855A21UP,216716480,36000 BTU,20,,Yes,Yes
Friedrich,FRA19AY36AJVC,TCFY3624MTANM,FR98MV1005A21UP,216716484,36000 BTU,20,,Yes,Yes
Friedrich,FRA19AY48AJVC,TCFY4821STANM,FR98MV0855A21UP,216716541,48000 BTU,19,,Yes,Yes - Furn
Friedrich,FRA19AY48AJVC,TCFY4821STANM,FR98MV1005A21UP,216716520,48000 BTU,19,,Yes,Yes - Furn
Friedrich,FRA19AY48AJVC,TCFY4824MTANM,FR98MV0855A21UP,216716513,48000 BTU,20,,Yes,Yes
Friedrich,FRA19AY48AJVC,TCFY4824MTANM,FR98MV1155A24UP,216716517,48000 BTU,20,,Yes,Yes
Friedrich,FRA19AY48AJVC,TCFY4824STANM,FR98MV1155A24UP,216716536,48000 BTU,19,,Yes,Yes - Furn
Friedrich,FRA19AY60AJVC,TCFY6021STAAM,FR98MV0855A21UP,216050689,60000 BTU,17,,Yes,Yes - Furn
Friedrich,FRA19AY60AJVC,TCFY6021STAAM,FR98MV1005A21UP,216050685,60000 BTU,17,,Yes,Yes - Furn
Friedrich,FRA19AY60AJVC,TCFY6024STANM,FR98MV1155A24UP,216716580,60000 BTU,17,,Yes,Yes - Furn
